document_id,source_sha256,page_number,characters,method,authorship,title
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,2,1547,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,3,1610,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,4,1916,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,6,1741,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,7,1979,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,8,1692,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,10,1467,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,5f1988bb0585c047fdf3f950ab4fb1b55c6fcdc28baa2e40a04f904003bbbca0,11,349,ocr,central-bank,2021.12.13 CCPC CBI Cooperation Agreement
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,104,60,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,127,60,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,128,60,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,148,2389,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,149,1660,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,150,802,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,151,352,ocr,central-bank,FOI Records
cbi:95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,95ca075efecbda471edb97441b5e5dee99e1821a1d4322fb3d267adad65298f1,152,158,ocr,central-bank,FOI Records
cbi:94384c36d2eb2c2edae9bf48f1057d2b0138c1cfbdd54dfa75e14092721281d0,94384c36d2eb2c2edae9bf48f1057d2b0138c1cfbdd54dfa75e14092721281d0,190,12,ocr,central-bank,FOI Records - March 2022
cbi:0c4e38f66d2bb14c7a76234c6c947e30e277955d36f1d5c3c0daf061d6269dfb,0c4e38f66d2bb14c7a76234c6c947e30e277955d36f1d5c3c0daf061d6269dfb,10,354,ocr,central-bank,Consumer Regulation as Whack-a-Mole: Evidence from Credit Card Markets
cbi:9a76de9cc419dcf9e97eaf4677f13312ebd97167c0d572519343fdaa3cb7e7e3,9a76de9cc419dcf9e97eaf4677f13312ebd97167c0d572519343fdaa3cb7e7e3,13,324,ocr,central-bank,Central Bank of Ireland 75th Anniversary Brochure
cbi:5333b41c2ae4eff542041e3223f7f097078d2933be8235aa53ecca771cbcb56f,5333b41c2ae4eff542041e3223f7f097078d2933be8235aa53ecca771cbcb56f,13,206,ocr,central-bank,Central Bank of Ireland 75th Anniversary Brochure - Gaeilge Version
cbi:07c5e73c7766cb25ccac65c3cb692fa1ade0b11e4b7968a22c61627dea5d9516,07c5e73c7766cb25ccac65c3cb692fa1ade0b11e4b7968a22c61627dea5d9516,5,142,ocr,central-bank,Session 3:  Stress Testing
cbi:0a415e7c1f7cd832ca6585de7d46baefd0628bac327e4e29012fc4fdbb343cb3,0a415e7c1f7cd832ca6585de7d46baefd0628bac327e4e29012fc4fdbb343cb3,4,1235,ocr,central-bank,The Central Bank of Ireland
cbi:4660ad015e499d087674ec35e8972acbee57d7726f1d2f592636690a96fdc826,4660ad015e499d087674ec35e8972acbee57d7726f1d2f592636690a96fdc826,2,85,ocr,central-bank,economic resilience and renewal agenda
cbi:a2dce0910984315355974877570722b8d057246620d54dbe0470e7caddf18cdd,a2dce0910984315355974877570722b8d057246620d54dbe0470e7caddf18cdd,3,85,ocr,central-bank,Conference to inform the 2021-22 Mortgage Measures Framework Review
cbi:fd458e4cdb3838eeb799b2fc605ce69b449040ea312772dc2cb03d23298fefc6,fd458e4cdb3838eeb799b2fc605ce69b449040ea312772dc2cb03d23298fefc6,1,280,ocr,central-bank,Risk Management Working Group
cbi:7a7021fc8d4e0de8727b12ced4669985226d7abd380a976ea23c0a262291aceb,7a7021fc8d4e0de8727b12ced4669985226d7abd380a976ea23c0a262291aceb,12,85,ocr,central-bank,The Future of Money and Payments
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,5,62,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,6,10,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,9,733,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,10,297,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,14,18,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,15,45,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,18,552,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,34d9126f77312a0e8d1e1d7814f7d315bf485d83cbf4a0bd38adf2dd1dea6095,20,271,ocr,central-bank,Thirteenth Central Bank of Ireland Whitaker Lecture by Patrick Honohan
cbi:bbe565ae3c31dd5ae827f9fa849687e24c2a167e9f98ced56cc269e9866fda9d,bbe565ae3c31dd5ae827f9fa849687e24c2a167e9f98ced56cc269e9866fda9d,103,138,ocr,central-bank,Ráiteas Bliantúil Feidhmíochta 2018-2019
cbi:54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,276,2193,ocr,central-bank,Tuarascáil Bhliantúil 2019 agus Ráiteas Bliantúil Feidhmíochta 2019-2020
cbi:54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,277,2230,ocr,central-bank,Tuarascáil Bhliantúil 2019 agus Ráiteas Bliantúil Feidhmíochta 2019-2020
cbi:54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,278,1596,ocr,central-bank,Tuarascáil Bhliantúil 2019 agus Ráiteas Bliantúil Feidhmíochta 2019-2020
cbi:54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,279,1606,ocr,central-bank,Tuarascáil Bhliantúil 2019 agus Ráiteas Bliantúil Feidhmíochta 2019-2020
cbi:54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,54aeb2ae7a6ac3e1f7d2390bfa63ca14289199ebf3b3961243c17a17e98cb86a,280,4368,ocr,central-bank,Tuarascáil Bhliantúil 2019 agus Ráiteas Bliantúil Feidhmíochta 2019-2020
cbi:b8d3c099ca16ad01dc9841da182ca23d949cadcdf7bf0de4a225cea7a28f34ae,b8d3c099ca16ad01dc9841da182ca23d949cadcdf7bf0de4a225cea7a28f34ae,1,201,ocr,central-bank,Financial Stability Review Special Feature Commercial Real Estate - A Macro-Financial Assessment
cbi:c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,2,2634,ocr-replace-garbled,stakeholder,Submission  Chpt 13 re CP76 31.3.14.pdf
cbi:c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,3,2336,ocr-replace-garbled,stakeholder,Submission  Chpt 13 re CP76 31.3.14.pdf
cbi:c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,4,1806,ocr-replace-garbled,stakeholder,Submission  Chpt 13 re CP76 31.3.14.pdf
cbi:c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,5,1022,ocr-replace-garbled,stakeholder,Submission  Chpt 13 re CP76 31.3.14.pdf
cbi:c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,c3aff3578cd55e6d0d7c4b3696e343b0374d79caef5ab5594b1d65d7f3db3478,6,3408,ocr-replace-garbled,stakeholder,Submission  Chpt 13 re CP76 31.3.14.pdf
